# [Jun 17, 2019] Downloaded from https://www.genome.jp/kegg-bin/show_organism?category=Prokaryotes
# 
org_id	org_code	org_name
T04521	aaz	Aggregatibacter aphrophilus W10433
T00993	aat	Aggregatibacter actinomycetemcomitans D11S-1
T01651	aao	Aggregatibacter actinomycetemcomitans ANH9381
T02046	aan	Aggregatibacter actinomycetemcomitans D7S-1
T03184	aah	Aggregatibacter actinomycetemcomitans HK1651
T04531	aacn	Aggregatibacter actinomycetemcomitans NUM4039
T04753	aact	Aggregatibacter actinomycetemcomitans 624
T01482	gan	Gallibacterium anatis
T02504	bto	Bibersteinia trehalosi USDA-ARS-USMARC-192
T03017	btre	Bibersteinia trehalosi USDA-ARS-USMARC-188
T03018	btrh	Bibersteinia trehalosi USDA-ARS-USMARC-189
T03019	btra	Bibersteinia trehalosi USDA-ARS-USMARC-190
T05728	apag	Avibacterium paragallinarum
T05800	rpne	Rodentibacter pneumotropicus
T00033	xfa	Xylella fastidiosa 9a5c
T00113	xft	Xylella fastidiosa Temecula1
T00677	xfm	Xylella fastidiosa M12
T00692	xfn	Xylella fastidiosa M23
T01979	xff	Xylella fastidiosa subsp. fastidiosa GB514
T03317	xfl	Xylella fastidiosa MUL0034
T03318	xfs	Xylella fastidiosa subsp. sandyi Ann-1
T04925	xfh	Xylella fastidiosa Hib4
T05568	xtw	Xylella taiwanensis
T00083	xcc	Xanthomonas campestris pv. campestris ATCC 33913
T00247	xcb	Xanthomonas campestris pv. campestris 8004
T00759	xca	Xanthomonas campestris pv. campestris B100
T01872	xcp	Xanthomonas campestris pv. raphani
T00288	xcv	Xanthomonas campestris pv. vesicatoria
T01616	xax	Xanthomonas axonopodis pv. citrumelo F1
T00084	xac	Xanthomonas citri pv. citri 306
T02519	xci	Xanthomonas citri subsp. citri Aw12879
T03584	xct	Xanthomonas citri subsp. citri A306
T03894	xcj	Xanthomonas citri subsp. citri UI6
T03733	xcu	Xanthomonas citri pv. citri UI7
T03734	xcn	Xanthomonas citri pv. citri NT17
T03779	xcw	Xanthomonas citri pv. citri MN10
T03780	xcr	Xanthomonas citri pv. citri MN11
T03735	xcm	Xanthomonas citri pv. citri MN12
T03781	xcf	Xanthomonas citri pv. citri mf20
T03094	xfu	Xanthomonas citri pv. fuscans
T02500	xao	Xanthomonas axonopodis Xac29-1
T00235	xoo	Xanthomonas oryzae pv. oryzae KACC 10331
T00360	xom	Xanthomonas oryzae pv. oryzae MAFF 311018
T00763	xop	Xanthomonas oryzae pv. oryzae PXO99A
T03765	xoy	Xanthomonas oryzae pv. oryzae PXO86
T01873	xor	Xanthomonas oryzae pv. oryzicola BLS256
T03868	xoz	Xanthomonas oryzae pv. oryzicola CFBP7342
T01160	xal	Xanthomonas albilineans
T03566	xsa	Xanthomonas sacchari
T03961	xtn	Xanthomonas translucens
T04667	xfr	Xanthomonas fragariae
T04668	xga	Xanthomonas gardneri
T04741	xve	Xanthomonas vesicatoria
T04778	xpe	Xanthomonas perforans
T05082	xhr	Xanthomonas hortorum
T05156	xph	Xanthomonas phaseoli
T05388	xva	Xanthomonas vasicola
T00718	sml	Stenotrophomonas maltophilia K279a
T00733	smt	Stenotrophomonas maltophilia R551-3
T01596	buj	Stenotrophomonas maltophilia JV3
T02061	smz	Stenotrophomonas maltophilia D457
T04107	sacz	Stenotrophomonas acidaminiphila
T04408	stek	Stenotrophomonas sp. KCTC 12332
T04500	srh	Stenotrophomonas rhizophila
T04630	slm	Stenotrophomonas sp. LM091
T04963	sten	Stenotrophomonas sp. WZN-1
T05384	stem	Stenotrophomonas sp. MYb57
T01403	psu	Pseudoxanthomonas suwonensis 11-1
T04241	psuw	Pseudoxanthomonas suwonensis J1
T01643	psd	Pseudoxanthomonas spadix
T04154	lab	Lysobacter antibioticus 76
T04526	laq	Lysobacter antibioticus ATCC 29479
T04162	lcp	Lysobacter capsici
T04163	lgu	Lysobacter gummosus
T04371	lez	Lysobacter enzymogenes C3
T04598	lem	Lysobacter enzymogenes M497-1
T05495	lmb	Lysobacter maris
T05586	lyt	Lysobacter sp. TY2-98
T05077	lum	Luteimonas sp. 100111
T05527	lue	Luteimonas sp. 83-4
T05957	lus	Luteimonas sp. S-1072
T01773	fau	Frateuria aurantia
T02495	rhd	Rhodanobacter denitrificans
T03074	dji	Dyella jiangningensis
T03215	dja	Dyella japonica
T04308	dtx	Dyella thiooxydans
T05846	dye	Dyella sp. M7H15-1
T04377	dko	Dokdonella koreensis
T04563	lrz	Luteibacter rhizovicinus DSM 16549
T05483	xba	Ahniella affigens
T00034	vch	Vibrio cholerae O1 El Tor N16961
T03827	vcf	Vibrio cholerae O1 El Tor FJ147
T03666	vcs	Vibrio cholerae O1 El Tor MS6
T01650	vce	Vibrio cholerae O1 2010EL-1786
T03389	vcq	Vibrio cholerae O1 2012EL-2176
T00903	vcj	Vibrio cholerae O1 MJ-1236
T01766	vci	Vibrio cholerae O1 IEC224
T00520	vco	Vibrio cholerae O1 O395
T02099	vcr	Vibrio cholerae O1 O395
T00891	vcm	Vibrio cholerae O1 M66-2
T01871	vcl	Vibrio cholerae O1 LMA3984-4
T03828	vcx	Vibrio cholerae O49 1154-74
T03829	vcz	Vibrio cholerae O27 10432-62
T00108	vvu	Vibrio vulnificus CMCP6
T00150	vvy	Vibrio vulnificus YJ016
T01415	vvm	Vibrio vulnificus MO6-24/O
T03294	vvl	Vibrio vulnificus 93U204
T00120	vpa	Vibrio parahaemolyticus RIMD 2210633
T02409	vpb	Vibrio parahaemolyticus BB22OP
T02760	vpk	Vibrio parahaemolyticus O1:K33 CDC_K4557
T02761	vpf	Vibrio parahaemolyticus O1:Kuk FDA_R31
T03116	vph	Vibrio parahaemolyticus UCM-V493
T00589	vha	Vibrio campbellii
T02837	vca	Vibrio campbellii
T02840	vag	Vibrio alginolyticus
T01107	vex	Vibrio antiquarius
T05332	vdb	Vibrio diabolicus
T04380	vhr	Vibrio harveyi
T04636	vna	Vibrio natriegens
T04844	vow	Vibrio owensii
T05115	vro	Vibrio rotiferianus
T00812	vsp	Vibrio tasmaniensis
T01683	vej	Vibrio sp. EJY3
T01680	vfu	Vibrio furnissii
T02871	vni	Vibrio nigripulchritudo
T01536	van	Vibrio anguillarum 775
T02823	lag	Vibrio anguillarum M3
T03657	vau	Vibrio anguillarum NB10
T03444	vcy	Vibrio coralliilyticus RE98
T03497	vct	Vibrio coralliilyticus OCN014
T03445	vtu	Vibrio tubiashii
T04379	vfl	Vibrio fluvialis
T04381	vmi	Vibrio mimicus
T04649	vbr	Vibrio breoganii
T04650	vsc	Vibrio scophthalmi
T04933	vga	Vibrio gazogenes
T04936	vsh	Vibrio mediterranei
T05259	vqi	Vibrio qinghaiensis
T05424	vta	Vibrio tapetis
T05841	vaf	Vibrio alfacsensis
T00236	vfi	Aliivibrio fischeri ES114
T00754	vfm	Aliivibrio fischeri MJ11
T00782	vsa	Aliivibrio salmonicida
T03808	awd	Aliivibrio wodanis
T00173	ppr	Photobacterium profundum
T03698	pgb	Photobacterium gaetbulicola
T04927	pds	Photobacterium damselae subsp. damselae
T04260	gho	Grimontia hollisae
T05093	pmai	Paraphotobacterium marinum
T05946	saly	Salinivibrio sp. YCSC6
T05956	sks	Salinivibrio kushneri
T00035	pae	Pseudomonas aeruginosa PAO1
T03097	paev	Pseudomonas aeruginosa PAO1-VE13
T03170	paei	Pseudomonas aeruginosa PAO1-VE2
T00401	pau	Pseudomonas aeruginosa UCBPP-PA14
T00569	pap	Pseudomonas aeruginosa PA7
T00818	pag	Pseudomonas aeruginosa LESB58
T01973	paf	Pseudomonas aeruginosa M18
T01974	pnc	Pseudomonas aeruginosa NCGM2.S1
T03789	paeb	Pseudomonas aeruginosa NCGM 1900
T02161	pdk	Pseudomonas aeruginosa DK2
T02627	psg	Pseudomonas aeruginosa B136-33
T02711	prp	Pseudomonas aeruginosa RP73
T02928	paep	Pseudomonas aeruginosa PA1
T02929	paer	Pseudomonas aeruginosa PA1R
T02951	paem	Pseudomonas aeruginosa MTB-1
T02970	pael	Pseudomonas aeruginosa LES431
T02971	paes	Pseudomonas aeruginosa SCV20265
T03031	paeu	Pseudomonas aeruginosa PA38182
T03035	paeg	Pseudomonas aeruginosa YL84
T03098	paec	Pseudomonas aeruginosa c7447m
T03171	paeo	Pseudomonas aeruginosa PAO581
T00510	pmy	Pseudomonas mendocina ymp
T01473	pmk	Pseudomonas mendocina NK-01
T02708	pre	Pseudomonas resinovorans
T03772	ppse	Pseudomonas pseudoalcaligenes
T04318	palc	Pseudomonas alcaligenes
T04637	pcq	Pseudomonas citronellolis
T00114	ppu	Pseudomonas putida KT2440
T00537	ppf	Pseudomonas putida F1
T00650	ppg	Pseudomonas putida GB-1
T00675	ppw	Pseudomonas putida W619
T01570	ppt	Pseudomonas putida S16
T01975	ppb	Pseudomonas putida BIRD-1
T02170	ppi	Pseudomonas putida ND6
T02181	ppx	Pseudomonas putida DOT-T1E
T02389	ppuh	Pseudomonas putida HB3267
T02706	pput	Pseudomonas putida H8234
T02707	ppun	Pseudomonas putida NBRC 14164
T03439	ppud	Pseudomonas putida DLL-E4
T01501	pfv	Pseudomonas fulva
T02972	pmon	Pseudomonas monteilii SB3078
T02973	pmot	Pseudomonas monteilii SB3101
T03276	pmos	Pseudomonas soli
T03646	ppj	Pseudomonas plecoglossicida
T04267	por	Pseudomonas oryzihabitans
T00118	pst	Pseudomonas syringae pv. tomato DC3000
T00246	psb	Pseudomonas syringae pv. syringae B728a
T03014	psyr	Pseudomonas syringae CC1557
T00266	psp	Pseudomonas savastanoi pv. phaseolicola 1448A
T05354	pamg	Pseudomonas amygdali
T03002	pci	Pseudomonas cichorii
T05369	pavl	Pseudomonas avellanae
T00249	pfl	Pseudomonas protegens Pf-5
T02671	pprc	Pseudomonas protegens CHA0
T03613	ppro	Pseudomonas protegens Cab57
T00283	pfo	Pseudomonas fluorescens Pf0-1
T00899	pfs	Pseudomonas fluorescens SBW25
T01734	pfe	Pseudomonas fluorescens F113
T02114	pfc	Pseudomonas fluorescens A506
T03319	pfn	Pseudomonas fluorescens UK4
T03766	pfw	Pseudomonas fluorescens PCL1751
T03767	pff	Pseudomonas fluorescens PICF7
T04730	pfx	Pseudomonas fluorescens L228
T02456	ppz	Pseudomonas poae
T03769	pfb	Pseudomonas synxantha LBUM223
T03626	pman	Pseudomonas mandelii
T04006	ptv	Pseudomonas trivialis
T04842	pcg	Pseudomonas corrugata
T04853	pvr	Pseudomonas veronii
T04879	pazo	Pseudomonas azotoformans
T05323	poi	Pseudomonas orientalis
T00362	pen	Pseudomonas entomophila
T00511	psa	Pseudomonas stutzeri A1501
T01571	psz	Pseudomonas stutzeri ATCC 17588
T01976	psr	Pseudomonas stutzeri DSM 4166
T02168	psc	Pseudomonas stutzeri CCUG 29243
T02182	psj	Pseudomonas stutzeri DSM 10701
T02391	psh	Pseudomonas stutzeri RCH2
T03366	pstu	Pseudomonas stutzeri 19SMN4
T03390	pstt	Pseudomonas stutzeri 28a24
T03573	pbm	Pseudomonas balearica
T01472	pba	Pseudomonas brassicacearum subsp. brassicacearum NFM421
T03174	pbc	Pseudomonas brassicacearum DF41
T02357	ppuu	Pseudomonas sp. UW4
T02524	pdr	Pseudomonas sp. ATCC 13867
T02897	psv	Pseudomonas sp. VLB120
T02969	psk	Pseudomonas sp. TKP
T03081	pkc	Pseudomonas knackmussii
T03201	pch	Pseudomonas chlororaphis PA23
T03768	pcz	Pseudomonas chlororaphis PCL1606
T03338	pcp	Pseudomonas chlororaphis subsp. aurantiaca
T04285	pfz	Pseudomonas fragi
T05473	plq	Pseudomonas lundensis
T03238	palk	Pseudomonas alkylphenolica
T03339	prh	Pseudomonas rhizosphaerae
T03354	psw	Pseudomonas cremoricolorata
T03520	ppv	Pseudomonas parafulva
T03623	pses	Pseudomonas sp. StFLB209
T03702	psem	Pseudomonas sp. MRSN12121
T03967	psec	Pseudomonas sp. CCOS 191
T04081	ppsy	Pseudomonas versuta
T04177	psos	Pseudomonas sp. Os17
T04647	pkr	Pseudomonas koreensis
T04786	pfk	Pseudomonas frederiksbergensis
T04830	panr	Pseudomonas antarctica
T05074	ppsl	Pseudomonas psychrotolerans
T05373	pset	Pseudomonas sp. TCU-HL1
T05412	psil	Pseudomonas silesiensis
T05821	pym	Pseudomonas yamanorum
T05857	pade	Candidatus Pseudomonas adelgestsugas (Adelges tsugae)
T05921	psed	Pseudomonas sp. R2A2
T00885	avn	Azotobacter vinelandii DJ
T02633	avl	Azotobacter vinelandii CA
T02634	avd	Azotobacter vinelandii CA6
T03640	acx	Azotobacter chroococcum
T04152	pbb	Oblitimonas alkaliphila
T00256	par	Psychrobacter arcticus
T00350	pcr	Psychrobacter cryohalolentis
T00541	prw	Psychrobacter sp. PRwf-1
T02715	pso	Psychrobacter sp. G
T04087	pur	Psychrobacter urativorans
T04320	pali	Psychrobacter alimentarius
T04386	pspg	Psychrobacter sp. P2G3
T04411	psyg	Psychrobacter sp. P11G5
T04748	psyc	Psychrobacter sp. DAB_AL43B
T04964	psya	Psychrobacter sp. AntiMn-1
T05488	psyy	Psychrobacter sp. YP14
T00486	acb	Acinetobacter baumannii ATCC 17978
T00660	abm	Acinetobacter baumannii SDF
T00667	aby	Acinetobacter baumannii AYE
T00710	abc	Acinetobacter baumannii ACICU
T00793	abn	Acinetobacter baumannii AB0057
T00795	abb	Acinetobacter baumannii AB307-0294
T01819	abx	Acinetobacter baumannii 1656-2
T01820	abz	Acinetobacter baumannii MDR-ZJ06
T02045	abr	Acinetobacter baumannii MDR-TJ
T01908	abd	Acinetobacter baumannii TCDC-AB0715
T02261	abh	Acinetobacter baumannii TYTH-1
T02491	abad	Acinetobacter baumannii D1279779
T02726	abj	Acinetobacter baumannii BJAB07104
T02727	abab	Acinetobacter baumannii BJAB0715
T02728	abaj	Acinetobacter baumannii BJAB0868
T02954	abaz	Acinetobacter baumannii ZW85-1
T03374	abk	Acinetobacter baumannii AbH12O-A2
T03375	abau	Acinetobacter baumannii AB030
T03376	abaa	Acinetobacter baumannii AB031
T03377	abw	Acinetobacter baumannii AC29
T03519	abal	Acinetobacter baumannii LAC-4
T01684	acc	Acinetobacter pittii
T04196	ano	Acinetobacter nosocomialis
T05220	alc	Acinetobacter lactucae
T05452	acal	Acinetobacter calcoaceticus
T01263	acd	Acinetobacter oleivorans
T00185	aci	Acinetobacter baylyi
T04075	att	Acinetobacter sp. TTH0-4
T04103	aei	Acinetobacter equi
T04178	ajo	Acinetobacter johnsonii
T04353	acw	Acinetobacter sp. DUT-2
T04425	acv	Acinetobacter sp. TGL-Y2
T04618	ahl	Acinetobacter haemolyticus
T04674	ajn	Acinetobacter junii
T04684	asol	Acinetobacter soli
T04708	ala	Acinetobacter larvae
T04787	asj	Acinetobacter schindleri
T05342	aid	Acinetobacter indicus
T05474	adv	Acinetobacter defluvii
T05620	arj	Acinetobacter radioresistens
T05823	awu	Acinetobacter wuhouensis
T01224	mct	Moraxella catarrhalis BBH18
T03217	mcs	Moraxella catarrhalis 25240
T03381	mcat	Moraxella catarrhalis 25239
T04329	moi	Moraxella ovis
T04294	mos	Moraxella osloensis
T04324	mbl	Moraxella bovoculi
T05535	mboi	Moraxella bovis
T05575	mbah	Moraxellaceae bacterium HYN0046
T00099	son	Shewanella oneidensis
T00344	sdn	Shewanella denitrificans
T00395	sfr	Shewanella frigidimarina
T00445	saz	Shewanella amazonensis
T00478	sbl	Shewanella baltica OS155
T00571	sbm	Shewanella baltica OS185
T00622	sbn	Shewanella baltica OS195
T00803	sbp	Shewanella baltica OS223
T01725	sbt	Shewanella baltica OS678
T02013	sbs	Shewanella baltica OS117
T02014	sbb	Shewanella baltica BA175
T00489	slo	Shewanella loihica
T00513	spc	Shewanella putrefaciens CN-32
T02015	shp	Shewanella putrefaciens 200
T00596	sse	Shewanella sediminis
T00606	spl	Shewanella pealeana
T00388	she	Shewanella sp. MR-4
T00389	shm	Shewanella sp. MR-7
T00428	shn	Shewanella sp. ANA-3
T00453	shw	Shewanella sp. W3-18-1
T00654	shl	Shewanella halifaxensis
T00676	swd	Shewanella woodyi
T00791	swp	Shewanella piezotolerans
T01206	svo	Shewanella violacea
T04944	shf	Shewanella sp. FDAARGOS_354
T04959	sja	Shewanella japonica
T05063	spsw	Shewanella psychrophila
T05197	sbj	Shewanella bicestrii
T05400	smav	Shewanella marisflavi
T05404	shew	Shewanella sp. WE21
T05622	salg	Shewanella algae
T05875	slj	Shewanella livingstonensis
T00218	ilo	Idiomarina loihiensis L2TR
T02681	ili	Idiomarina loihiensis GSL 199
T04931	ipi	Idiomarina piscisalsi
T05226	idi	Idiomarina sp. X4
T05379	idt	Idiomarina sp. OT37-5b
T00258	cps	Colwellia psychrerythraea
T04159	com	Colwellia sp. MT41
T04511	coz	Colwellia sp. PAMC 20917
T04816	colw	Colwellia sp. PAMC 21821
T05422	cola	Colwellia sp. Arc7-D
T05628	cber	Colwellia beringensis
T05852	lsd	Litorilituus sediminis
T05926	tht	Thalassotalea sp. HSM 43
T00282	pha	Pseudoalteromonas haloplanktis
T00372	pat	Pseudoalteromonas atlantica
T01374	psm	Pseudoalteromonas sp. SM9913
T03513	pseo	Pseudoalteromonas piratica OCN003
T04164	pia	Pseudoalteromonas issachenkonii
T04165	pphe	Pseudoalteromonas phenolica
T04175	pbw	Pseudoalteromonas sp. Bsw20308
T04179	prr	Pseudoalteromonas rubra
T04220	ptn	Pseudoalteromonas translucida
T04577	plz	Pseudoalteromonas luteoviolacea
T04815	paln	Pseudoalteromonas aliena
T04942	ppis	Pseudoalteromonas piscicida
T04989	pea	Pseudoalteromonas espejiana
T05098	pspo	Pseudoalteromonas spongiae
T05179	part	Pseudoalteromonas arctica
T05187	ptu	Pseudoalteromonas tunicata
T05271	png	Pseudoalteromonas nigrifaciens
T05282	ptd	Pseudoalteromonas tetraodonis
T05464	psen	Pseudoalteromonas sp. NC201
T05890	pdj	Pseudoalteromonas donghaensis
T00454	maq	Marinobacter hydrocarbonoclasticus VT8
T02083	mhc	Marinobacter hydrocarbonoclasticus ATCC 49840
T01922	mad	Marinobacter adhaerens
T02323	mbs	Marinobacter sp. BSs20148
T03593	msr	Marinobacter salarius
T03594	msx	Marinobacter similis
T03980	mpq	Marinobacter psychrophilus
T04052	mari	Marinobacter sp. CP1
T04470	mlq	Marinobacter sp. LQ44
T04766	msq	Marinobacter salinus
T05619	mara	Marinobacter sp. Arc7-DN-1
T00747	amc	Alteromonas mediterranea DE
T02719	amh	Alteromonas mediterranea 615
T02340	amaa	Alteromonas mediterranea DE1
T02720	amal	Alteromonas mediterranea U4
T02721	amae	Alteromonas mediterranea U7
T02722	amao	Alteromonas mediterranea U8
T02723	amad	Alteromonas mediterranea UM4b
T02724	amai	Alteromonas mediterranea UM7
T02958	amag	Alteromonas mediterranea MED64
T02246	amac	Alteromonas macleodii ATCC 27126
T02253	amb	Alteromonas macleodii Balearic Sea AD45
T02254	amg	Alteromonas macleodii English Channel 673
T02260	amk	Alteromonas macleodii Black Sea 11
T01513	alt	Alteromonas naphthalenivorans
T03220	aal	Alteromonas australica H 17
T03858	aaus	Alteromonas australica DE170
T04153	asp	Alteromonas stellipolaris LMG 21856
T04545	asq	Alteromonas stellipolaris LMG 21861
T04403	aaw	Alteromonas addita
T05653	alr	Alteromonas sp. RKMC-009
T05687	ale	Alteromonas sp. Mac1
T05899	alz	Alteromonas sp. Mac2
T01483	gag	Glaciecola sp. 4H-3-7+YE-5
T01632	gni	Glaciecola nitratireducens
T02535	gps	Paraglaciecola psychrophila
T04189	lal	Lacimicrobium alkaliphilum
T05408	cate	Catenovulum sp. CCB-QB4
T05447	salh	Salinimonas sp. HMF8227
T05624	salm	Salinimonas sp. N102
T00450	pin	Psychromonas ingrahamii
T02515	psy	Psychromonas sp. CNPT3
T01318	fbl	Ferrimonas balearica
T03770	mvs	Moritella viscosa
T05564	mya	Moritella yayanosii
T00721	cja	Cellvibrio japonicus
T04725	ceb	Cellvibrio sp. PSBB023
T04891	cell	Cellvibrio sp. PSBB006
T00335	sde	Saccharophagus degradans
T00952	ttu	Teredinibacter turnerae
T02281	saga	Simiduia agarivorans
T03945	spoi	Spongiibacter sp. IMCC21906
T04315	zal	Zhongshania aliphaticivorans
T04832	osg	Oceanicoccus sagamiensis
T04393	mthd	Microbulbifer thermotolerans
T04560	micc	Microbulbifer aggregans
T04709	maga	Microbulbifer agarilyticus
T05421	mii	Microbulbifer sp. A4B17
T04687	hja	Halioglobus japonicus
T00124	cbu	Coxiella burnetii RSA 493
T00632	cbs	Coxiella burnetii RSA 331
T00583	cbd	Coxiella burnetii Dugway 5J108-111
T00787	cbg	Coxiella burnetii CbuG_Q212
T00788	cbc	Coxiella burnetii CbuK_Q154
T03533	cea	Coxiella endosymbiont of Amblyomma americanum
T03998	cey	Coxiella mudrowiae
T05765	rvi	Candidatus Rickettsiella viridis
T00199	lpn	Legionella pneumophila subsp. pneumophila Philadelphia 1 (serogroup 1)
T02174	lph	Legionella pneumophila subsp. pneumophila HL06041035 (serogroup 1)
T02175	lpo	Legionella pneumophila subsp. pneumophila Lorraine (serogroup 1)
T02511	lpu	Legionella pneumophila subsp. pneumophila LPE509
T02689	lpm	Legionella pneumophila subsp. pneumophila Thunder Bay
T00208	lpf	Legionella pneumophila Lens (serogroup 1)
T00209	lpp	Legionella pneumophila Paris (serogroup 1)
T00532	lpc	Legionella pneumophila Corby
T01232	lpa	Legionella pneumophila 2300/99 Alcoy (serogroup 1)
T01726	lpe	Legionella pneumophila subsp. pneumophila ATCC 43290 (serogroup 12)
T01183	llo	Legionella longbeachae
T03771	lfa	Legionella fallonii
T03809	lha	Legionella hackeliae
T03928	lok	Legionella oakridgensis
T05016	lcd	Legionella clemsonensis
T05191	les	Legionella endosymbiont of Polyplax serrata
T05293	lsh	Legionella sainthelensi
T05543	llg	Legionella lansingensis
T05938	lib	Legionella israelensis
T03810	tmc	Tatlockia micdadei
T00205	mca	Methylococcus capsulatus
T01511	mmt	Methylomonas methanica
T04191	mdn	Methylomonas denitrificans
T04396	mdh	Methylomonas sp. DH-1
T05118	mko	Methylomonas koyamae
T05879	metl	Methylomonas sp. LW13
T01649	mah	Methylomicrobium alcaliphilum
T05995	mbur	Methylomicrobium buryatense
T04929	mpsy	Methylovulum psychrotolerans
T05638	mmai	Methylocaldum marinum
T00214	ftu	Francisella tularensis subsp. tularensis SCHU S4
T03888	ftq	Francisella tularensis subsp. tularensis SCHU S4 NR-28534
T00381	ftf	Francisella tularensis subsp. tularensis FSC198
T00495	ftw	Francisella tularensis subsp. tularensis WY96-3418
T01938	ftr	Francisella tularensis subsp. tularensis NE061598
T01761	ftt	Francisella tularensis subsp. tularensis TI0902
T01762	ftg	Francisella tularensis subsp. tularensis TIGB03
T00331	ftl	Francisella tularensis subsp. holarctica LVS
T00399	fth	Francisella tularensis subsp. holarctica OSU18
T00584	fta	Francisella tularensis subsp. holarctica FTNF002-00
T02349	fts	Francisella tularensis subsp. holarctica F92
T02350	fti	Francisella tularensis subsp. holarctica FSC200
T03033	fto	Francisella tularensis subsp. holarctica PHIT-FT049
T03713	ftc	Francisella tularensis subsp. holarctica FTT_1
T03714	ftv	Francisella tularensis subsp. holarctica VT68
T03715	ftz	Francisella tularensis subsp. holarctica 425
T00698	ftm	Francisella tularensis subsp. mediasiatica FSC147
T00432	ftn	Francisella tularensis subsp. novicida U112
T03874	ftx	Francisella tularensis subsp. novicida U112
T03873	ftd	Francisella tularensis subsp. novicida F6168
T03875	fty	Francisella tularensis subsp. novicida DPG 3A-IS
T01937	fcf	Francisella cf. novicida Fx1
T02078	fcn	Francisella hispaniensis 3523
T04700	fhi	Francisella hispaniensis FSC454
T00652	fph	Francisella philomiragia subsp. philomiragia ATCC 25017
T03764	fpt	Francisella philomiragia subsp. philomiragia ATCC 25015 O#319L
T03617	fpi	Francisella philomiragia O#319-029
T03618	fpm	Francisella philomiragia O#319-036
T03619	fpx	Francisella philomiragia O#319-067
T03620	fpz	Francisella philomiragia GA01-2794
T03621	fpj	Francisella philomiragia GA01-2801
T01560	frt	Francisella sp. TX077308
T02112	fna	Francisella noatunensis subsp. orientalis Toba 04
